budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection,genre,production_company,production_country,language,release_year,return,collection_id,genre_id,company_id
0,16934,en,6.178497,1995-01-20,0.0,99.0,The Young Poisoner's Handbook,6.9,19.0,,"Comedy, Crime, Drama",Bavaria Film and Television Fund,"Germany, France, United Kingdom",English,1995,0.0,,"35, 80, 18",3236
0,10324,en,2.891918,1996-03-08,0.0,92.0,If Lucy Fell,5.4,11.0,,"Comedy, Romance","TriStar Pictures, Motion Picture Corporation of America (MPCA)",United States of America,English,1996,0.0,,"35, 10749","559, 11061"
25000000,78406,en,1.522412,1995-09-29,6278139.0,113.0,Steal Big Steal Little,5.1,7.0,,"Comedy, Drama",Savoy Pictures,United States of America,English,1995,0.25112556,,"35, 18",11308
0,55731,en,1.317878,1996-03-22,0.0,100.0,Race the Sun,5.2,21.0,,"Action, Adventure, Comedy, Drama, Family",TriStar Pictures,United States of America,English,1996,0.0,,"28, 12, 35, 18, 10751",559
0,32119,en,0.86539,1992-12-06,0.0,90.0,The Boys of St. Vincent,7.0,7.0,,Drama,,Canada,English,1992,0.0,,18,
40000000,11066,en,6.506983,1992-06-30,70100000.0,117.0,Boomerang,5.4,139.0,,"Comedy, Romance",Paramount Pictures,United States of America,"Français, English",1992,1.7525,,"35, 10749",4
0,11104,cn,6.778979,1994-07-14,0.0,102.0,Chungking Express,7.9,249.0,,"Drama, Comedy, Romance","Jet Tone Production, The Criterion Collection",Hong Kong,"广州话 / 廣州話, English, 日本語, 普通话",1994,0.0,,"18, 35, 10749","540, 10932"
0,37975,it,1.702639,1995-09-21,0.0,113.0,The Star Maker,6.8,29.0,,"Drama, Romance",Cecchi Gori Group Tiger Cinematografica,Italy,Italiano,1995,0.0,,"18, 10749",371
7000000,2074,en,5.579088,1996-03-22,14702438.0,92.0,Flirting with Disaster,6.3,66.0,,"Comedy, Romance",Miramax Films,United States of America,English,1996,2.100348285714286,,"35, 10749",14
17000000,27793,en,6.252377,1994-10-26,0.0,95.0,The Neverending Story III: Escape from Fantasia,4.4,105.0,The Neverending Story Collection,Fantasy,"Studio Babelsberg, Dieter Geissler Filmproduktion, Cinevox Filmproduktion GmbH, Warner Bros., Miramax","Germany, United States of America",English,1994,0.0,91430,14,"264, 1766, 1979, 6194, 53009"
0,44284,ar,0.406754,1994-09-30,0.0,116.0,The Silences of the Palace,4.3,3.0,,Drama,"Canal Horizons, Mat Films, Cinétéléfilms","Tunisia, France","العربية, Français",1994,0.0,,18,"22029, 22618, 71842"
0,290157,en,0.001178,1995-01-01,0.0,87.0,Jupiter's Wife,0.0,0.0,,,,,,1995,0.0,,,
0,110972,en,0.699066,1996-02-09,0.0,95.0,Pie in the Sky,7.0,2.0,,"Comedy, Romance",,,English,1996,0.0,,"35, 10749",
0,32622,en,2.197439,1995-01-01,0.0,99.0,Angela,5.6,9.0,,"Comedy, Drama",,United States of America,English,1995,0.0,,"35, 18",
0,73067,it,0.637554,1995-11-22,0.0,101.0,Frankie Starlight,5.4,4.0,,"Drama, Romance, War","Fine Line Features, Channel Four Films, Bórd Scannán na hÉireann, Canal+","United Kingdom, United States of America, France, Ireland",English,1995,0.0,,"18, 10749, 10752","8, 181, 1898, 5358"
50000000,11863,en,11.418917,1995-10-13,9851610.0,95.0,Jade,5.1,45.0,,"Action, Thriller, Mystery, Romance",Paramount Pictures,United States of America,English,1995,0.1970322,,"28, 53, 9648, 10749",4
0,55475,es,0.291021,1995-08-16,0.0,102.0,Nueba Yol,5.5,1.0,,"Comedy, Drama, Romance",Cigua Films,Dominican Republic,Español,1995,0.0,,"35, 18, 10749","93488, 93489"
0,124636,en,0.001838,1995-08-01,0.0,87.0,Sonic Outlaws,0.0,0.0,,"Music, Documentary",,United States of America,English,1995,0.0,,"10402, 99",
0,9101,en,5.184977,1996-03-01,0.0,92.0,Down Periscope,5.6,110.0,,Comedy,Twentieth Century Fox Film Corporation,United States of America,English,1996,0.0,,35,306
0,123360,en,0.276401,1995-09-08,0.0,97.0,From the Journals of Jean Seberg,6.5,2.0,,Documentary,Couch Potatoe Productions,United States of America,English,1995,0.0,,99,68229
0,5757,en,0.540436,1995-09-15,209935.0,86.0,Man of the Year,3.8,2.0,,Comedy,,United States of America,English,1995,inf,,35,
0,39428,en,0.370342,1995-08-23,0.0,91.0,The Neon Bible,7.2,5.0,,Drama,"Channel Four Films, Academy, Mayfair Films, Iberoamerica Films",United Kingdom,English,1995,0.0,,18,"181, 38778, 94477, 94478"
0,124639,en,0.001205,1995-08-01,0.0,122.0,Target,0.0,0.0,,,,,,1995,0.0,,,
60000000,9302,en,3.402749,1996-03-01,0.0,119.0,Up Close & Personal,5.9,51.0,,"Drama, Romance","Cinergi Pictures Entertainment, Touchstone Pictures",United States of America,Français,1996,0.0,,"18, 10749","1504, 9195"
31000000,11000,en,6.49968,1996-03-08,185260553.0,117.0,The Birdcage,6.7,303.0,,Comedy,United Artists,United States of America,"English, Français",1996,5.976146870967742,,35,60
0,249882,en,0.918504,1995-10-12,0.0,125.0,Virgin Mary,7.0,2.0,,Drama,,"Croatia, Canada, United States of America","English, Hrvatski, Bosanski",1995,0.0,,18,
0,16388,en,2.039196,1995-08-09,0.0,98.0,The Brothers McMullen,6.3,23.0,,"Comedy, Drama, Romance",Fox Searchlight Pictures,United States of America,English,1995,0.0,,"35, 18, 10749",43
19000000,9737,en,9.262184,1995-04-07,141407024.0,118.0,Bad Boys,6.5,1729.0,Bad Boys Collection,"Action, Comedy, Crime, Thriller","Columbia Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,English,1995,7.442474947368421,14890,"28, 35, 80, 53","5, 10288"
0,30765,en,2.375865,1995-08-25,0.0,81.0,The Amazing Panda Adventure,5.0,31.0,,"Action, Adventure, Drama, Family",Warner Bros.,United States of America,Deutsch,1995,0.0,,"28, 12, 18, 10751",6194
0,10474,en,7.415144,1995-04-21,0.0,102.0,The Basketball Diaries,7.2,472.0,,"Drama, Crime","New Line Cinema, Island Pictures",United States of America,English,1995,0.0,,"18, 80","12, 3492"
4000000,22279,en,0.922958,1995-07-21,851545.0,113.0,An Awfully Big Adventure,6.0,11.0,,"Romance, Drama, Comedy","Fine Line Features, BBC, British Screen Productions, Portman Productions",United Kingdom,English,1995,0.21288625,,"10749, 18, 35","8, 5996, 12745, 16027"
0,30157,en,1.759012,1994-08-05,0.0,105.0,Amateur,6.5,21.0,,"Crime, Comedy, Drama, Thriller","Channel Four Films, Zenith Entertainment, American Playhouse, Union Générale Cinématographique (UGC), La Sept Cinéma, True Fiction Pictures","France, United Kingdom, United States of America",English,1994,0.0,,"80, 35, 18, 53","181, 3644, 3906, 7248, 16366, 37909"
52000000,568,en,18.761467,1995-06-30,355237933.0,140.0,Apollo 13,7.3,1637.0,,Drama,"Imagine Entertainment, Universal Pictures",United States of America,English,1995,6.831498711538462,,18,"23, 33"
28000000,11780,en,10.193549,1995-04-13,31596911.0,139.0,Rob Roy,6.5,151.0,,Adventure,"United Artists, Talisman Productions","United Kingdom, United States of America",English,1995,1.1284611071428572,,12,"60, 8989"
0,34996,en,3.137285,1995-01-10,0.0,82.0,The Addiction,6.4,46.0,,"Drama, Horror","October Films, Guild, Fastnet Films",United States of America,English,1995,0.0,,"18, 27","236, 1214, 5353"
100000000,414,en,13.321354,1995-06-16,336529144.0,121.0,Batman Forever,5.2,1529.0,Batman Collection,"Action, Crime, Fantasy","Warner Bros., Polygram Filmed Entertainment","United Kingdom, United States of America",English,1995,3.36529144,120794,"28, 80, 14","6194, 31080"
0,649,fr,10.142662,1967-05-24,0.0,101.0,Belle de Jour,7.3,163.0,,"Drama, Romance","Paris Films Productions, Five Films, Robert et Raymond Hakim","France, Italy","Français, , Español",1967,0.0,,"18, 10749","386, 387, 11290"
0,1873,en,2.04189,1995-05-24,0.0,100.0,Beyond Rangoon,6.4,21.0,,"Drama, Thriller","Columbia Pictures, Castle Rock Entertainment",,English,1995,0.0,,"18, 53","5, 97"
2000000,5894,en,11.528147,1995-09-15,1275000.0,83.0,Blue in the Face,6.8,28.0,Brooklyn Cigar Store Collection,Comedy,"Miramax Films, InterAL",United States of America,English,1995,0.6375,439053,35,"14, 30334"
11000000,1775,en,5.391556,1995-06-08,178104.0,91.0,Canadian Bacon,5.9,57.0,,"Action, Comedy",PolyGram Filmed Entertainment,"Canada, United States of America",English,1995,0.016191272727272728,,"28, 35",1382
50000000,8839,en,12.812539,1995-05-26,287928194.0,100.0,Casper,6.0,1045.0,Casper Collection,"Fantasy, Comedy, Family","Universal Pictures, Amblin Entertainment, The Harvey Entertainment Company",United States of America,English,1995,5.75856388,8819,"14, 35, 10751","33, 56, 11098"
25000000,20649,en,4.558992,1995-09-15,13071518.0,128.0,Clockers,6.8,69.0,,"Mystery, Crime, Drama","Universal Pictures, 40 Acres & A Mule Filmworks",United States of America,English,1995,0.52286072,,"9648, 80, 18","33, 4319"
50000000,10329,en,7.260574,1995-06-09,152022101.0,109.0,Congo,5.0,214.0,,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller","Paramount Pictures, Kennedy/Marshall Company, The",United States of America,"English, Français",1995,3.04044202,,"28, 12, 18, 9648, 878, 53","4, 7383"
53000000,8963,en,8.657365,1995-05-12,157387195.0,116.0,Crimson Tide,7.0,508.0,,"Action, Thriller, Drama","Hollywood Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,English,1995,2.969569716981132,,"28, 53, 18","915, 10288"
0,26564,en,3.620388,1994-09-10,3174695.0,119.0,Crumb,7.6,71.0,,Documentary,Superior Pictures,United States of America,English,1994,inf,,99,4532
7000000,8068,en,6.950458,1995-08-25,25405445.0,104.0,Desperado,6.8,898.0,Mexico Trilogy,"Thriller, Action, Crime","Columbia Pictures, Los Hooligans Productions",United States of America,English,1995,3.6293492857142855,9649,"53, 28, 80","5, 11705"
27000000,8512,en,4.646132,1995-09-15,16140822.0,102.0,Devil in a Blue Dress,6.3,88.0,,"Drama, Mystery, Thriller","TriStar Pictures, Mundy Lane Entertainment",United States of America,English,1995,0.5978082222222222,,"18, 9648, 53","559, 2510"
90000000,1572,en,15.138855,1995-05-19,366101666.0,128.0,Die Hard: With a Vengeance,6.9,2094.0,Die Hard Collection,"Action, Thriller","Twentieth Century Fox Film Corporation, Cinergi Pictures Entertainment",United States of America,"English, Deutsch, Română",1995,4.067796288888889,1570,"28, 53","306, 1504"
0,13552,en,7.120806,1995-10-27,0.0,80.0,The Doom Generation,5.6,57.0,Teenage Apocalypse Trilogy,"Action, Comedy, Crime, Drama","Why Not Productions, Desperate Pictures, Blurco, The Teen Angst Movie Company","France, United States of America",English,1995,0.0,259398,"28, 35, 80, 18","729, 1474, 2765, 18902"
0,259209,en,0.523575,1995-10-12,0.0,116.0,Feast of July,0.0,0.0,,"Drama, Crime","Touchstone Pictures, Merchant Ivory Productions",,English,1995,0.0,,"18, 80","9195, 20740"
55000000,6520,en,15.178338,1995-07-07,127600435.0,134.0,First Knight,5.9,319.0,,"Action, Adventure, Drama, Romance","Columbia Pictures Corporation, First Knight Productions",United States of America,"English, Français",1995,2.320007909090909,,"28, 12, 18, 10749","441, 10158"
0,9073,en,7.575098,1995-07-19,0.0,95.0,Free Willy 2 - The Adventure Home,5.5,130.0,Free Willy Collection,Adventure,"Regency Enterprises, Alcor Films, Canal+, Donner/Shuler-Donner Productions, Warner Bros.","France, United States of America","English, Bahasa indonesia, Bahasa melayu",1995,0.0,9328,12,"508, 644, 5358, 5739, 6194"
20000000,10428,en,14.810519,1995-09-14,7563728.0,107.0,Hackers,6.2,406.0,,"Action, Crime, Thriller, Drama","United Artists, Suftley",United States of America,"English, Italiano, 日本語, Pусский",1995,0.3781864,,"28, 80, 53, 18","60, 87394"
0,17447,en,3.196456,1995-08-18,0.0,92.0,Jeffrey,6.5,19.0,,"Comedy, Drama, Romance",The Booking Office,United States of America,"English, Français",1995,0.0,,"35, 18, 10749","12909, 12910"
25000000,9886,en,11.715868,1995-05-26,19075720.0,97.0,Johnny Mnemonic,5.5,380.0,,"Adventure, Action, Drama, Science Fiction, Thriller","TriStar Pictures, Alliance Communications Corporation","Canada, United States of America","English, 日本語",1995,0.7630288,,"12, 28, 18, 878, 53","559, 2480"
90000000,9482,en,8.184815,1995-06-30,113493481.0,96.0,Judge Dredd,5.4,643.0,,Science Fiction,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,English,1995,1.2610386777777778,,878,"915, 1504"
0,19326,en,3.676921,1995-04-12,17014653.0,88.0,Jury Duty,4.0,34.0,,"Comedy, Drama",TriStar Pictures,United States of America,English,1995,inf,,"35, 18",559
1500000,9344,en,4.877872,1995-07-28,7412216.0,91.0,Kids,6.8,280.0,,"Drama, Crime",Miramax Films,United States of America,English,1995,4.941477333333333,,"18, 80",14
500000,9071,en,10.058329,1995-01-20,1148752.0,89.0,Living in Oblivion,7.2,64.0,,"Drama, Comedy","JDI productions, Lemon Sky Productions",United States of America,English,1995,2.297504,,"18, 35","13187, 13190"
0,8973,en,4.102409,1995-08-25,0.0,119.0,Lord of Illusions,5.9,87.0,,"Mystery, Horror, Thriller","United Artists, Seraphim Films",United States of America,English,1995,0.0,,"9648, 27, 53","60, 3557"
0,15730,en,0.354014,1993-05-20,0.0,100.0,Love & Human Remains,7.0,7.0,,"Comedy, Drama","The Ontario Film Development Corporation, First Choice Films, Atlantis Films, Telefilm Canada, Max Films Productions, Super Écran, Société Générale des Industries Culturelles du Québec (SOGIC)",Canada,English,1993,0.0,,"35, 18","1203, 2267, 4350, 7320, 7828, 11578, 35859"
0,47608,en,2.624771,1995-05-26,15453274.0,95.0,Mad Love,5.5,27.0,,"Drama, Family, Romance",Touchstone Pictures,United States of America,English,1995,inf,,"18, 10751, 10749",9195
6000000,2293,en,8.25547,1995-10-20,2122561.0,94.0,Mallrats,6.8,400.0,,"Romance, Comedy","Universal Pictures, Gramercy Pictures, Alphaville Films, View Askew Productions",United States of America,English,1995,0.35376016666666665,,"10749, 35","33, 37, 11462, 16934"
15000000,9070,en,7.024227,1995-06-30,66000000.0,92.0,Mighty Morphin Power Rangers: The Movie,5.2,153.0,Power Rangers Collection,"Action, Adventure, Science Fiction, Family, Fantasy","Twentieth Century Fox Film Corporation, Saban Entertainment, Toei Company","Japan, United States of America",English,1995,4.4,286162,"28, 12, 878, 10751, 14","306, 2106, 9255"
0,68274,en,1.01115,1995-09-29,0.0,100.0,Moonlight and Valentino,5.6,10.0,,"Comedy, Drama, Romance","PolyGram Filmed Entertainment, Working Title Films","United Kingdom, United States of America",English,1995,0.0,,"35, 18, 10749","1382, 10163"
2,48787,en,2.466066,1995-09-28,1.0,95.0,Mute Witness,6.4,36.0,,"Thriller, Foreign","Comet Film Produktion GmbH, Avrora Media, Cobblestone Pictures","Germany, Russia, United Kingdom, United States of America","Pусский, English",1995,0.5,,"53, 10769","16561, 38959, 38960"
0,34574,en,7.720056,1994-09-13,0.0,93.0,Nadja,5.9,12.0,,"Horror, Thriller",Kino Link Company,United States of America,"Deutsch, English",1994,0.0,,"27, 53",37897
22000000,1642,en,13.304342,1995-07-28,110627965.0,114.0,The Net,5.6,359.0,Síť (kolekce),"Crime, Drama, Mystery, Thriller, Action",Columbia Pictures,United States of America,"English, Español",1995,5.028543863636363,328073,"80, 18, 9648, 53, 28",5
0,11472,en,8.482834,1995-07-12,69660733.0,103.0,Nine Months,5.5,171.0,,Comedy,"Twentieth Century Fox Film Corporation, 1492 Pictures",United States of America,"English, Pусский",1995,inf,,35,"306, 436"
150000,36196,en,1.165039,1995-06-09,472370.0,94.0,Party Girl,5.8,14.0,,Comedy,Party Productions,United States of America,English,1995,3.1491333333333333,,35,37890
8,11980,en,10.187623,1995-09-01,16.0,98.0,The Prophecy,6.4,139.0,The Prophecy Collection,"Fantasy, Horror, Thriller",Dimension Films,United States of America,English,1995,2.0,9068,"14, 27, 53",7405
0,58372,en,0.119713,1995-11-17,0.0,91.0,Reckless,10.0,1.0,,"Fantasy, Comedy, Drama","Playhouse International Pictures, American Playhouse, Samuel Goldwyn Company, The",United States of America,English,1995,0.0,,"14, 35, 18","2492, 3906, 28205"
0,32646,en,8.180047,1995-06-23,0.0,119.0,Safe,7.2,62.0,,Drama,"Killer Films, American Playhouse, Kardana Films, Chemical Films","United Kingdom, United States of America",English,1995,0.0,,18,"1422, 3906, 38692, 39861"
50000000,10533,en,6.752119,1995-10-13,10382407.0,135.0,The Scarlet Letter,5.5,111.0,,"Drama, History, Romance","Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,English,1995,0.20764814,,"18, 36, 10749","915, 1504"
0,56088,en,0.159596,1995-08-25,0.0,93.0,The Show,5.3,2.0,,Documentary,,,,1995,0.0,,99,
45000000,10802,en,17.502375,1995-09-22,20350754.0,128.0,Showgirls,4.9,261.0,Showgirls Collection,Drama,"United Artists, Le Studio Canal+, Carolco Pictures","France, United States of America",English,1995,0.4522389777777778,247294,18,"60, 183, 14723"
7000000,10149,en,5.552946,1995-06-09,8349430.0,112.0,Smoke,7.2,115.0,Brooklyn Cigar Store Collection,"Comedy, Drama",Miramax Films,"Germany, Japan, United States of America",English,1995,1.1927757142857143,439053,"35, 18",14
0,18402,en,3.743212,1995-08-04,50892160.0,106.0,Something to Talk About,5.7,60.0,,Comedy,"Spring Creek Productions, Warner Bros., Hawn / Sylbert Movie Company",United States of America,English,1995,inf,,35,"705, 6194, 16368"
35000000,9348,en,13.492845,1995-07-07,113374103.0,108.0,Species,5.5,457.0,Species Collection,"Science Fiction, Horror, Action",Metro-Goldwyn-Mayer (MGM),United States of America,English,1995,3.2392600857142857,9887,"878, 27, 28",8411
0,139408,en,0.913522,1995-09-15,0.0,109.0,The Stars Fell on Henrietta,6.6,6.0,,Drama,"Malpaso Productions, Warner Bros.",United States of America,"Magyar, English",1995,0.0,,18,"171, 3864, 6194"
42000000,281,en,11.223055,1995-10-13,7959291.0,145.0,Strange Days,6.8,334.0,,"Crime, Drama, Science Fiction, Thriller",Lightstorm Entertainment,United States of America,English,1995,0.18950692857142856,,"80, 18, 878, 53",574
0,5967,fr,8.133881,1964-02-19,0.0,91.0,The Umbrellas of Cherbourg,7.6,119.0,,"Drama, Romance","Beta Film, Madeleine Films, Parc Film","Germany, France",Français,1964,0.0,,"18, 10749","1080, 1147, 14680"
14000000,79593,en,1.820419,1995-09-08,5780000.0,99.0,The Tie That Binds,4.6,9.0,,Thriller,"Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications",United States of America,English,1995,0.41285714285714287,,53,"915, 1382, 10201"
0,47939,en,11.002046,1995-10-27,7025496.0,115.0,Three Wishes,6.1,18.0,,"Drama, Fantasy",Savoy Pictures,United States of America,English,1995,inf,,"18, 14",11308
